,2021_CF1H_112,2021_CF1H_114,2021_CF1H_124,2021_CF1H_132,2021_CF1H_134,2021_CF1H_314,2021_CF1H_324,2021_CF1H_334,2021_CF2A_112,2021_CF2A_114,2021_CF2A_122,2021_CF2A_124,2021_CF2A_1312,2021_CF2A_1314,2021_CF2A_1322,2021_CF2A_1324,2021_CF2A_1332,2021_CF2A_1334,2021_CF2A_134,2021_CF2A_312,2021_CF2A_314,2021_CF2A_322,2021_CF2A_324,2021_CF2A_3312,2021_CF2A_3314,2021_CF2A_332,2021_CF2A_3324,2021_CF2A_3332,2021_CF2A_3334,2021_CF2A_334,2021_CF2E_111,2021_CF2E_112B,2021_CF2E_112P,2021_CF2E_311,2021_CF2E_312B,2021_CF2E_312P,2021_CF2H_112,2021_CF2H_132,2021_CF2H_314,2021_CF2H_324,2021_JF1H_414,2021_JF1H_424,2021_JF2A_112,2021_JF2A_114,2021_JF2A_122,2021_JF2A_124,2021_JF2A_1312,2021_JF2A_1314,2021_JF2A_132,2021_JF2A_1322,2021_JF2A_1324,2021_JF2A_1332,2021_JF2A_1334,2021_JF2A_134,2021_JF2E_111,2021_JF2E_112B,2021_JF2E_112P,2021_JF2H_114,2021_JF2H_122,2021_JF2H_124,2021_JF2H_412,2021_JF2H_414,2021_JF2H_422,2021_JF2H_424,2021_KF1H_112,2021_KF1H_114,2021_KF1H_122,2021_KF1H_124,2021_KF1H_212,2021_KF1H_213,2021_KF1H_224,2021_KF1H_234,2021_KF2A_212,2021_KF2A_214,2021_KF2A_222,2021_KF2A_224,2021_KF2A_2312,2021_KF2A_2314,2021_KF2A_2322,2021_KF2A_2324,2021_KF2A_2332,2021_KF2A_2334,2021_KF2A_234,2021_KF2A_242,2021_KF2E_211,2021_KF2E_212B,2021_KF2E_212P,2021_KF2H_112,2021_KF2H_212,2021_KF2H_213,2021_KF2H_222,2021_KF2H_224,Class
tet(33),0,0,0,0,0,0,0,0,9.007227442885403,0.47883814242639855,10.44964934802946,0.014107836980376631,8.628577848338779,0.011948814182376064,3.882761882448452,0,0.5435527202448528,0,0,14.18285040379564,0,17.67168692466077,0,0.26066617888413113,0.22895775163933407,23.167449889402388,0,0.6455210017817142,0,0,9.84866753335249,31.197819938322805,25.472349549634785,4.583642967377464,27.013513626863485,26.50173018295541,0.04456228815068859,0.2547938003570213,0,0.030464547401402205,0,0,6.881437350861252,0,17.14603261826208,0,16.687508839237147,0,1.841236827457821,23.008087255492462,0.02451438688961567,14.307527160499777,0,0,7.099145774690132,23.613459173958116,19.1687468587664,0,7.778759997173237,0,0.10410375838622175,0,0,0,0.026671639274234646,0,0,0,0,0,0,0,5.542962416042459,0,8.016651555963527,0,19.4406614957117,0.03451400159067547,11.905692343472381,0.013745890001904319,13.381153388899595,0.029514703441122152,0,6.279196541861867,10.249444561360017,51.173956996658774,28.708570600903677,0.7575014686714033,0,0,0.35475176524010266,0,tetracycline antibiotic
tet(35),0,0,0,0,0,0,0,0,0,0,0,0,1.7464144566069886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009500442728715244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265805998529037,0,0,0,0,0,0,tetracycline antibiotic
tet(38),0,0,0,0,0,0,0,0,4.401002650190414,0,2.8796403489804066,0,0.1839342932279652,0,0.1350670159108135,0,0.21849477248360985,0,0,0,0,0,0,0.15717205156420946,0,0.03208831752590404,0,0.619221998005422,0,0,0.04834503465791644,0.046742178225278985,0.045665659141949796,0,0,0.0914860405806839,0,0,0,0,0,0,8.61767692861701,0,0,0,0.06968109261895433,0,0,0.1694127817817332,0,0.1492677239597827,0,0,0,0.07504991654016661,0.043974804320540024,0,1.7588640660275041,0,4.437104606395411,0,0.15412591912436888,0,0.2894761915896933,0,0,0,0,0,0,0,8.773277735169428,0,3.4234143165943056,0,0.29701010618448176,0,0.36268650594916707,0,0.44379867610051366,0,0,3.669267305244011,0,0.1416745972159767,0.023551299036669287,0,0,0,11.348073309968456,0,tetracycline antibiotic
tet(39),0,0,0,0,0,0,0,0,0.10667660611827022,0.5867282555300679,0,0.2035100129473065,27.944375489235473,0,20.32673104004602,0,1.3690495237897078,0.03006687899878309,0,1.0128322045472802,0,8.035088929355172,0,14.041034859675861,0,0.8042388443201268,0,25.799050332811383,0,0,0.3855363523352829,0.23075252541593422,0.4812235599452302,0.05051222331882857,47.556598520010795,3.6739172625597565,0,0,0,0,0,0,0,0,0.8641430583474675,0,1.7464375112092336,0,0,18.190429385614305,0,5.4809015292340675,0,0,0,0.5129994295150629,0.5009787833985571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.761311533864244,0,20.620487792066214,0,8.662168160114451,0,3.3909842677569526,0,1.74907996875741,0,0.026146997119906645,23.803051469799883,12.71855110105167,0.02483099074866194,1.7171580057115803,0,0,0,0,0,tetracycline antibiotic
tet(40),0.06423059244320459,9.358081646436897,11.72874245043954,0,6.179387075354322,23.5471317667982,19.079905256776502,4.244599296378945,0.5189317662157232,14.257818482248007,3.519075454892689,14.934570126773396,2.8978388385932905,32.473021542136046,1.4820777238489498,26.07355993855954,7.128997387300122,53.80953065939086,37.90094413683603,3.519253349720053,43.51699110064857,1.5130431243104867,47.19327603868386,10.002297739631297,30.052995890016742,1.6715958514110099,37.08875411705313,18.530904620112963,30.58921495800895,66.51319159524475,8.051055802483804,0.2849430815457277,3.3911813377580895,0.11057324747440617,13.241296590097916,10.27950446734012,0.13401614244332705,0.20752986417626237,19.60654863966351,24.569094710497694,10.11494791010479,7.6042109973819905,2.653225655362381,23.391733698997804,1.401217192312191,54.875457320554354,1.1430445242419591,38.3151678113754,0.6921644600757391,1.6430118922797385,23.296879260939825,0.7126840931766806,37.030964685220326,50.009805107337286,0.1869903138208242,18.193399014900425,22.34754064392919,13.48258272869403,0,20.23487082638709,0.026090042896054346,24.852008582332267,0.026281418569899965,17.139638441121456,0,14.844215966009083,0,40.881370740176266,0,108.13245244719937,19.12373335041449,119.81092027523562,2.4744301318074347,46.836753865237085,2.1209861340021474,34.3071228792231,22.912208191374013,24.772892195915535,22.941292280077942,26.691369694608557,19.476386447827156,32.797632628435125,35.86839912791045,1.1397742876569776,2.438282914032384,41.87829155863966,24.354711577698062,1.5847664052221595,0,2.10762975151841,0.5427968738824128,9.644411203875448,tetracycline antibiotic
tet(41),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21213753546725822,0,0,0,0,0,0,tetracycline antibiotic
tet(42),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013180135566925318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014843409618726627,0,0.024144671380985697,0,0,0,0.02254503500872829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tetracycline antibiotic
tet(43),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06122865558264776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tetracycline antibiotic
tet(45),0,0,0,0,0,0,0,0,0,0.16100671164555755,0,0,0.4388949916387816,0,0.06635388336229922,0,0.25493044551512883,0,0,0.24957499737752692,0,0.16765707108898956,0,0.34746004849074696,0,0.09458346868989186,0,0.2259793317736568,0,0,0.09500115980813273,0.15308573654567353,0.4262460542179812,0,2.6727473164055904,0.1348320467073398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027742267759017454,0,0,0,0,0.01950117323690075,0.04213657198137864,0.05400835683472437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3468801108168114,0,1.6041864197679014,0,0.11672886269259108,0,0.15974371779872215,0,0.047140187476745234,0,0,1.033330499974841,0.1155854170769387,0.3854767341113239,6.363478724427647,0,0,0,0,0,tetracycline antibiotic
tet(53),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012889100911458194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tetracycline antibiotic
tet(57),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5144853504774354,0,0,0.04390034779391128,0,0,0,0,0,0.013665367836722613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2394186377844932,0,0,0,0,0,0,0,tetracycline antibiotic
tet(59),0,0,0,0,0,0,0,0,0,1.3958131851729505,0,0,0.5616565025353936,0,1.1244329074575241,0,0.06145165476101529,0,0,0.14288168599863418,0,0.6398911546563101,0,0,0,0,0,0,0,0,0.13597040997538998,0.03505663366895925,0.025686933267346765,0.13717225645019385,0.08461647033966055,0.09005657119661072,0,0,0,0,0,0,0,0,0.28444709003937474,0,0.015678245839264728,0,0,0.031764896584074984,0,0.01291739918882735,0,0,0,0.13267753102636598,0.23499036058788583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08812444153629996,0,0.13825327047784655,0,0.33413636945754216,0,0.04220920543373927,0,0.0539755146608733,0,0,0.39438780749039776,0.4102704379145939,0.049041206728607324,0,0,0,0,0,0,tetracycline antibiotic
tet(A),0,0,0,0,0,0,0.028325440742472386,0,0.8944229593171006,1.9130938992224436,0.7052820158061593,0.0270843851462891,22.951504547499134,0.05734867184230022,15.797106884474445,0,2.492850145965704,0,0.15090204487070782,30.059071677071,0.3016682871715537,95.86293901832308,0.6613139693409865,22.477642162086813,0.09615280578131824,11.374703122979605,0,13.500625165408048,0.02483307860092603,0.5346925264692085,4.50241640578884,0.28111451526995634,0.10904830160666079,0.19999385588793278,2.833853487790504,2.099701727360322,0.042775592635212877,0,0,0,2.026512931075243,0.10053202176398052,0.33874516228840457,1.4327216772932445,6.619209013494887,1.7956769941263717,0.3697699490392626,0.14622260343656582,2.6511204791580205,0.2996688356988207,0.12942324304812428,0.036558676949511364,0.2692107028286508,0.2968186818802553,0.1685195725000103,0.7623837546111943,3.978734506478087,0,0,0,0,0,0,0,0,0.23272352748382805,0,0,0,0,0,0.0128744930560033,4.073677014413861,0.09473108260339735,4.639496542989704,0,14.98885317708115,1.0380791453270923,35.7849112733852,0.5409850624098526,28.719047423333517,0.09915965814122289,0,6.548325860217887,2.809216327777942,0.37012231493288567,0.937330592556119,0.031614345544427935,0,9.443157645839827,0.2688380743285537,0,tetracycline antibiotic
tet(B),0,0.08353068223387862,0.07339299210068827,0,0,0.026357918077443886,0.029950091957127913,0,2.416850290734377,0.013135210889502202,1.657188000564209,0,1.1499988764341984,0,0.8942716390104999,0,1.6397324337727262,0,0,7.838895491196898,0,11.106340240418719,0,0.7496048593928955,0.08714383252856203,2.3766160362078597,0.027201164368188438,0.91328075231295,0,0,0.311952062786431,0.017484605321176683,0.05124575215430776,0.14926928836112682,1.617771253376717,0.32082854006630124,0,0,0,0,0,0,1.0745233078076075,0.19498683699761424,5.201858670711764,0.47130129627766526,0.125113183754731,0.07027701638755826,2.102384818883417,0.34854250615942634,0,0.29635928313519116,0,0.04483474211515077,0,0.024063029884627704,0.6168535518779001,0,0,0,0,0,0,0,0,0,0,0,0,0.02733942749168056,0.5577583836897321,0.0272258606271591,33.0521596186021,0,25.079645645642703,0,0.5999456010210238,0.04670722742279275,1.2911876641409858,0,0.49802843951429276,0.014978159975731568,0,16.36561874473861,0.02640305287842291,0.07337836418245486,0.03964370785474257,0,0,0,0,0,tetracycline antibiotic
tet(C),0,0,0,0,0,0,0,0,0,1.170493237042308,0,0.0289994426818853,5.165687131239935,0,5.648257028997668,0,0.031036189273240047,0.029990952536664953,0.36353674446125067,0.14432493535215574,0,0,0,3.15534800488753,0.19119562246270794,0,0.13772306706620663,1.2062766194910832,0.33236191056794945,0,3.5709400599597254,0.21246444647854093,0.025946397239744207,3.8796193743489042,1.3675389145803727,0.532802224972733,0,0,0,0,0.12763539554009293,0,0,0,1.0535077408865732,0,0.07918305979426632,0,0,0.28877178712795454,0,0.13047877968512475,0,0,0.6315228423990287,0.353319412283252,0.39977094836854565,0,0,0,0,0,0,0,0,0.1725083490439564,0,0.35643170767026483,0,0.027684622283242186,0.048411496073502674,0,0.267043762231212,0,0.937648443356247,0,2.126322351093447,0.532090857856247,2.9276418583670933,0.7911523356651604,1.8400743634388597,0.48535290103178647,0,0.29213911665955394,0.6550424065759244,3.120804064547729,0.21410271851517546,0,0,0.032251533209576196,0.1535183077647229,0,tetracycline antibiotic
tet(D),0,0,0,0,0,0,0,0,0,0,0,0,0.8853255049315579,0,0.5090723823034473,0,0,0,0,0.4351726477115762,0,1.494162087014735,0,0.04487780660145576,0,0,0,0,0,0,1.062915895239088,0,0,0,0.042952523015056115,0.02612228316072827,0,0,0,0,0,0,0,0,0,0.02740998111781633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22366609526979683,0,0.4411271864412801,0,5.46151832311312,0,8.670385007878206,0,8.589504490448741,0,0,1.0410236542893752,0.040308213975561884,0,0,0,0,0,0,0.029621906456560675,tetracycline antibiotic
tet(E),0,0,0,0,0,0,0,0,0,0.07803288246948716,0,0,0.48173267273990883,0,1.0805361272865073,0,0,0,0,0.28223542913310457,0,0.12639825277161681,0,0,0,0,0,0,0,0,0.8326089302196714,0.017311917861214443,0,1.3301552140624875,0.08357182255768943,0.20330231240151986,0,0.03200650516830485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033079767935187195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0462769913782677,0,5.734950479081026,0,0.1815061760016278,0,0.6253215619813223,0,0.5864006531057837,0,0,4.440514573225228,0,0,0.052336220081487306,0,0,0,0,0,tetracycline antibiotic
tet(G),0.13338936333473692,0,0,0,0,0,0,0,0,6.25061350113636,0,0.08811083863447502,3.8255241658757306,0.02487553643082894,3.0156906621519193,0,0.25146457191208316,0,0.1500015211587769,0,0.01422299052159888,0.39277206423916733,0.06640075850160514,0.03014809173226525,0.08937257504847411,0,0,0.10180851264246984,0.040393447545240296,0.0828314326718832,1.7665720784526406,1.2731565168778065,0.604398429819924,7.105784407603557,9.868314699459113,4.501183390462646,0,0.016576259070541513,0,0,0,0.015573831650686059,0.18366745372159018,0,0.8729833965402803,0.05524057575662216,0.08019563089137968,0.08648925904269318,0,0.4874408682978257,0.025517533156198407,0.05285892251182547,0.027803029594287633,0,3.1637287006043957,1.3819933480542217,1.4170908809176606,0,1.0121340533406353,0,0,0,0,0,0,0,0,0.9492691003937839,0,0.6869468168593754,0.049030568913317286,0.5724045710628168,1.4875225425564693,0.08805110491159768,1.3335353820296505,0.06099872074135906,2.1876959227910726,0.04790178566889997,1.1802744571412191,0.057233526657545344,1.339034506932153,0.291863429296928,0.026414485581491363,0.9952156096944389,6.092622623927588,0.6020403895072002,0.6911794282500774,0,0,0,0.03887036437009607,0,tetracycline antibiotic
tet(H),0,0,0,0,0,0,0,0,1.264117782501502,0.869091228503914,0.5814658396979668,0.05741889651013289,1.5962869019426968,0,1.2915783396471552,0.027639335078473576,0.9064119077249762,0,0.02665936126049171,7.715611043926249,0,5.055140121784855,0,2.283906374292415,0.16016310220145297,2.3103588618650934,0,1.5126708808418186,0,0,2.2707058465890104,0.03505663366895925,1.3999378630703974,0.28681471803222347,1.1846305847552483,1.5566921592556975,0,0,0,0,0,0,0.8976746800642722,0,2.844470900393746,0,0.20381719591044148,0,0.11709115449614586,0.4764734487611246,0,0.1420913910771008,0,0,0.02232884335625136,0.49452534291645495,1.0760084932182143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.59686051950449,0,53.38551287165901,0,68.08028527697762,0,57.60149568191246,0,46.05460788439128,0.015015605375670898,0,40.01721620002557,0.7676027548079505,0.9685638328899957,1.2452749365638887,0.7372465380960596,0,0,1.3678481221836822,0,tetracycline antibiotic
tet(J),0,0,0,0,0,0,0,0,0,0,0,0,0.0297094156326577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tetracycline antibiotic
tet(K),0.1704419642610527,0,0,0.030441275984811843,0,0,0,0,18.91127546806896,0.09180339114057312,19.03834619863865,0,9.58313124381003,0,1.6684749024276984,0,8.916514612382702,0,0,0.7470937829993943,0,1.3383344411112368,0,0.41090732435087424,0,9.343363044307324,0,0.7111513142359183,0,0,0.746504211629591,51.60733631833802,407.6555483502187,0,5.690257918266223,15.774615085419079,0.6519783138909566,4.292637163749105,0,0,0.055058405919255766,0.1459325706527249,20.33946987509464,0.026207381141626716,36.273717509741665,0.02352839337782055,79.14952343952775,0,23.265170566554456,30.616100759900505,0,71.02036730484839,0.023684062246985764,0,0.019458687020698348,27.63392585211362,248.166634676682,0,1.7243765353210825,0.013447319664827269,0,0.020777303096703018,0.22084407717669755,0,4.091452707926202,0,20.198233060599772,0,459.46282298219285,0,0,0,23.922234020529572,0,34.25135490207366,0.02598093661206034,5.692693701869227,0,5.958946649469098,0,5.562182665488705,0,0.02250122845830746,27.999529455527007,0.05766679849808054,2.4467181570481635,26.483666661822358,6.921268747425863,1.5685606779650865,0,20.876984774553296,0.05085416620429152,tetracycline antibiotic
tet(L),0,0,0,0.030507741652900947,0,0,0,0,3.496104493090034,1.3225551313742225,2.176416118644916,0,10.714201266476175,0.04247307748669919,1.4730562106430427,0.1206957863688802,5.434043707033069,0.038896562896897344,0.011641642471830442,17.220674819049357,0,22.242504764472848,0.034012266254315644,5.906820824342768,0.13988043860388905,5.139035132150789,0.42868559914756355,4.83248109485208,0.057473937373322244,0,3.2656648684045857,4.569609235888417,8.502487081506123,0.18514715042900315,54.366390113432864,5.14608978266353,0,0.014151347809130419,0,0,0,0,26.028645745095044,0,7.121528309573863,0.02357976541576339,2.62901589619112,0.012306150031183783,3.374679561897653,3.495525737636219,0.010892309458595609,2.2111879834149915,0.04747154834657845,0,0,2.1384310280549714,4.968768828794701,0,0,0,0,0,0,0,0,0.3480299443594229,0,0,0.1274470016381934,0,0,0,57.569504165197706,0.12528377736693844,61.70080455387175,0,52.07566386873482,1.707337826867992,38.32620429340277,2.345324952639329,33.48131815535958,4.917774686355146,0.03382553666712814,57.384287098604574,3.814318763539012,67.99381282241407,82.78307322413912,0.9072903009518792,0,0.4182840769975602,2.0242293899370334,0,tetracycline antibiotic
tet(V),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904730436120099,0.013463241104162377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010658159119929046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1516127571013974,0,0,0,0,0,0,0,tetracycline antibiotic
tet(W/N/W),0,1.7897377721021026,2.32128595860994,0,3.7424456935243935,2.282620454725489,2.274191567843201,4.514345213424404,1.1210225509924638,28.644112667058035,2.3919006148988577,6.236105505169265,3.4233243709429897,24.209288593200437,1.7501641498302627,20.20829006050607,12.280714104822682,35.331876534886575,18.231832348725064,1.7888161001393945,31.870227221327585,1.682342941819407,32.187242920227064,10.570373890409824,26.504726202978983,1.8981821635041851,29.1809962213704,17.031719743932005,24.073862601635057,32.711467916676945,16.01003700555345,1.1356374287127662,1.82501841993356,0.5464252639928056,8.236532793625651,8.818416763719021,0.042574768256643795,0.6390031137474951,14.539308856958375,11.399771659652227,15.078054649190824,13.131689116942782,2.697238475310488,24.858439248922572,1.2464035244291845,32.53380309672769,1.3543648987909453,24.90872613635935,0.439778984023083,1.6205565393440469,19.915675891121147,0.9864930835911979,29.976016924489468,30.977438933618515,0.16073971743154333,16.69369873946829,15.089241834636491,13.08249025239263,0.6193183331082762,19.028904320073803,0,18.013921784842275,0,13.717264194428603,0,2.945870273501807,0.2455614659227821,3.5096530589378463,0,2.33330675694255,4.270212151309668,2.844718972712376,3.337420164598531,39.20515636443062,3.412287292813378,33.545597346045554,18.28076287360873,36.550561738789874,16.716342600571647,34.31165597403557,12.915267905551918,29.80562419170885,34.208681008909025,2.551073976463713,3.6617604837851214,37.628957212891535,20.118116712310602,0.9859322034575274,0,2.7681808926641835,0.42812147799176226,5.935970456592389,tetracycline antibiotic
tet(Y),0,0,0,0,0,0,0.030716078963704072,0,57.3325371091895,6.546978796448859,54.04636814730064,0.07342569886206252,15.710354183181693,0,17.81433762281533,0,44.25776465652663,0,0,11.985982866381605,0,5.82611895288099,0,11.697459592118971,0.02979085834949137,12.18699527518343,0,5.029340524537989,0,0,0.7372308673857467,0.29587440180963037,1.9840035413654062,0.6378621550811155,2.091967297399967,1.9610418864881294,0,0.016576259070541513,0,0,0,0,17.99941046471587,0,56.064933688919695,0,72.2081460545925,0,74.86646706914644,61.531285608125536,0,71.24061281530552,0,0,0.022842806502558932,0.6786574477051973,1.1260811464434979,0,0,0,0,0,0.027289657133962624,0,0,0.01941270424024062,0,0,0.14928574616443116,0,0,0,65.8116033979547,0,59.241299092589394,0,28.388772873094332,0.011975446417224993,23.303223733069366,0,39.19091716680795,0,0.026414485581491363,84.96989489255843,3.9128176407001742,1.2667933195880685,3.659185208382742,0.06856512793267235,0,0,0.07774072874019214,0,tetracycline antibiotic
tet(Z),0,0,0,0,0,0,0,0,31.602944562537353,0.8504364925385524,25.95829641508763,0.08971702579708264,28.236787983825295,0,25.83156679294369,0.02879097404007664,16.819189883808924,0.015464084901717867,0,35.86925658924029,0,41.39295906682961,0,0.6446509927438286,0.060667841742974606,38.8444125049904,0,0.45612334674506544,0,0,17.520353868703783,78.65832179473507,99.04185780113869,4.97509225572195,17.83409635283802,39.46675627589817,0,0.3713254701166617,0.028514223505930116,0,0,0,97.24809034029516,0,40.5929701410354,0.05624756541885226,35.259721632264686,0,8.293956776810342,50.52603862904763,0,39.209688787755525,0,0.03121307567391572,1.535107980742283,36.448628551847754,67.08304866125152,0,4.122337654751963,0,0.06896196234243532,0,0,0,0,0.019766581661286673,0,0,0,0,0.03328290355053309,0,23.316258489812462,0,29.440540186577444,0,32.10841675256177,0,22.086552982168776,0.029138423076953426,44.1362281341546,0,0,33.221695172628344,10.077543350657422,37.15126832643954,120.45661481900774,0.8377801569273405,0.030240648151292664,0,0.672841958250075,0,tetracycline antibiotic
tet32,0,3.3024031694435894,4.034616070917231,0,2.6400198303156763,1.6375320653465515,2.5279236849166105,1.6164538519312108,0.1978275089986701,3.7340382843673208,0.4159827156345839,2.929352153725075,0.4996203135970889,1.659108743576683,0.504123369244586,1.0034938557442687,0.9520678906636182,3.652137684957788,4.397334392575572,0.5366448300418185,2.549966295971718,0.6008367649355025,2.79535762801247,0.7840155154317969,1.52210772898806,0.2711688805005976,1.7155250776528634,1.3206746838747447,1.0380926378527966,2.584885131314591,9.022136749540646,0.09326490960442992,0.47434399460828164,1.8890701983751295,1.580213687094341,0.8778150020505773,0.014191589418881267,0.0202858131348411,11.343573910791141,10.109414527112756,3.8856888374635,2.4681476642149085,0.11238493647127036,7.7464958356160505,1.1870509756468424,3.6167448637398727,0.19628476794071642,2.6637518743555715,1.6858194387551508,0.28831987509802,1.6004365181025717,0.11320412434653078,0.7995872845919005,3.441937659290738,0.16772840079813217,1.2986504672946357,1.354857527481429,2.8655919051293224,0,10.461067704892928,0,6.887675976556926,0,5.71701323057766,0,11.878509167345783,0,3.231498737250469,0,3.808780147362068,7.120353751129894,3.8015013299009035,1.489427180895211,6.833514428156069,1.087975658578181,4.021739208941497,8.512895296977607,0.8719961601675469,6.904959219624629,0.9630727627312317,6.411176154554328,2.359259436177401,3.5800722152009516,0.5760489624272891,7.422935279347159,14.313278646143255,1.7331765840365805,0.02097728092462824,0,0.8594352229932145,0.023784526555097912,0.7853745527183903,tetracycline antibiotic
tet36,0,0,0,0,0,0,0,0,0,0.938223485316726,0,0.28709448255066455,0.9884415422909082,0.068388291171943,1.3485597369845295,0.08637292212022991,0,0.07422760752824575,0,0.17860210749829275,0,0.19996598583009692,0,0,0.22750440653615486,0,0,0,0,0,8.634121033437165,0.4601183169050903,0.3291138324878803,3.67091663568419,0.6875088215097421,0.6191389269766987,0,0,0,0,0,0,0.22441867001606805,0,0,0,0,0,0,0.009926530182523433,0,0,0,0,1.8142185226954182,0.06030796864834818,0.29373795073485715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055077775960187474,0,0.13578446207645645,0,0.9606420621904342,0,1.5212901125076843,0.008741526923086029,1.5770970689973887,0,0,0.06573130124839963,3.4161631221517785,0.022988065654034686,0.44710669264926817,0.14661152746228456,0,0,0,0,tetracycline antibiotic
tet37,0,0,0,0,20.941256199811594,0,0,24.6285868191261,0,0.34139386080400635,0,7.762184157851318,0,4.09766880437651,0,2.20091001550808,0.17069904100282024,1.2646184986293716,2.270982625893738,0,0.46343244116209686,0,0.3365534741090616,0.16372088704605156,2.9120564036627825,0,1.161464532258342,0.2948676180978201,2.2910814368483976,0.41983265041285983,0.20143764440798514,0,0.09513678987906209,0,0.3656267236898913,0.0476489794691062,0,0,1.6728344456812325,3.0423645925724405,0.7019946754705111,4.5670261315636935,0,0.33414410955574064,0,0.2999870155672121,0.05806757718246196,2.6093595899454507,0,0.058823882563101816,1.4781267354183072,0,1.610516232795031,0.16646973692755052,0,0.223362846845734,0.09161417566779173,22.526455094031807,0,3.257613188804408,0,1.633615455978274,0,5.9630261504063125,0,2.3895600941644317,0,0,0,0,0,0,0,0.15938880565016061,0,2.3740080829270127,0.061877105455100376,0.7803999248558287,0.15633039049533065,0.6734213333340348,0.24988664194848745,2.947507721890955,0.9084870990041635,0,0,0.09081704949742098,0.0981304126527887,0,0,39.319994238007915,0,26.69208048647728,tetracycline antibiotic
